,sent_id,token,is_stop,is_punct
0,0,on,True,False
1,0,friday,False,False
2,0,evening,False,False
3,0,last,False,False
4,0,i,True,False
5,0,received,False,False
6,0,from,True,False
7,0,his,True,False
8,0,majesty,False,False
9,0,the,True,False
10,0,mission,False,False
11,0,to,True,False
12,0,form,False,False
13,0,a,True,False
14,0,new,False,False
15,0,administration,False,False
16,0,.,False,True
17,1,it,True,False
18,1,was,True,False
19,1,the,True,False
20,1,evident,False,False
21,1,will,True,False
22,1,of,True,False
23,1,',False,True
24,1,parliament,False,False
25,1,and,True,False
26,1,the,True,False
27,1,nation,False,False
28,1,that,True,False
29,1,this,True,False
30,1,should,True,False
31,1,be,True,False
32,1,conceived,False,False
33,1,on,True,False
34,1,the,True,False
35,1,broadest,False,False
36,1,possible,False,False
37,1,basis,False,False
38,1,and,True,False
39,1,that,True,False
40,1,it,True,False
41,1,should,True,False
42,1,include,False,False
43,1,all,True,False
44,1,parties,False,False
45,1,.,False,True
46,2,i,True,False
47,2,have,True,False
48,2,already,False,False
49,2,completed,False,False
50,2,the,True,False
51,2,most,True,False
52,2,important,False,False
53,2,part,False,False
54,2,of,True,False
55,2,this,True,False
56,2,task,False,False
57,2,.,False,True
58,3,a,True,False
59,3,war,False,False
60,3,cabinet,False,False
61,3,has,True,False
62,3,been,True,False
63,3,formed,False,False
64,3,of,True,False
65,3,five,False,False
66,3,members,False,False
67,3,",",False,True
68,3,representing,False,False
69,3,",",False,True
70,3,with,True,False
71,3,the,True,False
72,3,labour,False,False
73,3,",",False,True
74,3,opposition,False,False
75,3,",",False,True
76,3,and,True,False
77,3,liberals,False,False
78,3,",",False,True
79,3,the,True,False
80,3,unity,False,False
81,3,of,True,False
82,3,the,True,False
83,3,nation,False,False
84,3,.,False,True
85,4,it,True,False
86,4,was,True,False
87,4,necessary,False,False
88,4,that,True,False
89,4,this,True,False
90,4,should,True,False
91,4,be,True,False
92,4,done,False,False
93,4,in,True,False
94,4,one,False,False
95,4,single,False,False
96,4,day,False,False
97,4,on,True,False
98,4,account,False,False
99,4,of,True,False
100,4,the,True,False
101,4,extreme,False,False
102,4,urgency,False,False
103,4,and,True,False
104,4,rigor,False,False
105,4,of,True,False
106,4,events,False,False
107,4,.,False,True
108,5,other,True,False
109,5,key,False,False
110,5,positions,False,False
111,5,were,True,False
112,5,filled,False,False
113,5,yesterday,False,False
114,5,.,False,True
115,6,i,True,False
116,6,am,True,False
117,6,submitting,False,False
118,6,a,True,False
119,6,further,True,False
120,6,list,False,False
121,6,to,True,False
122,6,the,True,False
123,6,king,False,False
124,6,tonight,False,False
125,6,.,False,True
126,7,i,True,False
127,7,hope,False,False
128,7,to,True,False
129,7,complete,False,False
130,7,the,True,False
131,7,appointment,False,False
132,7,of,True,False
133,7,principal,False,False
134,7,ministers,False,False
135,7,during,True,False
136,7,tomorrow,False,False
137,7,.,False,True
138,8,the,True,False
139,8,appointment,False,False
140,8,of,True,False
141,8,other,True,False
142,8,ministers,False,False
143,8,usually,False,False
144,8,takes,False,False
145,8,a,True,False
146,8,little,False,False
147,8,longer,False,False
148,8,.,False,True
149,9,i,True,False
150,9,trust,False,False
151,9,when,True,False
152,9,parliament,False,False
153,9,meets,False,False
154,9,again,True,False
155,9,this,True,False
156,9,part,False,False
157,9,of,True,False
158,9,my,True,False
159,9,task,False,False
160,9,will,True,False
161,9,be,True,False
162,9,completed,False,False
163,9,and,True,False
164,9,that,True,False
165,9,the,True,False
166,9,administration,False,False
167,9,will,True,False
168,9,be,True,False
169,9,complete,False,False
170,9,in,True,False
171,9,all,True,False
172,9,respects,False,False
173,9,.,False,True
174,10,i,True,False
175,10,considered,False,False
176,10,it,True,False
177,10,in,True,False
178,10,the,True,False
179,10,public,False,False
180,10,interest,False,False
181,10,to,True,False
182,10,suggest,False,False
183,10,to,True,False
184,10,the,True,False
185,10,speaker,False,False
186,10,that,True,False
187,10,the,True,False
188,10,house,False,False
189,10,should,True,False
190,10,be,True,False
191,10,summoned,False,False
192,10,today,False,False
193,10,.,False,True
194,11,at,True,False
195,11,the,True,False
196,11,end,False,False
197,11,of,True,False
198,11,today,False,False
199,11,'s,False,False
200,11,proceedings,False,False
201,11,",",False,True
202,11,the,True,False
203,11,adjournment,False,False
204,11,of,True,False
205,11,the,True,False
206,11,house,False,False
207,11,will,True,False
208,11,be,True,False
209,11,proposed,False,False
210,11,until,True,False
211,11,may,False,False
212,11,21,False,False
213,11,with,True,False
214,11,provision,False,False
215,11,for,True,False
216,11,earlier,False,False
217,11,meeting,False,False
218,11,if,True,False
219,11,need,False,False
220,11,be,True,False
221,11,.,False,True
222,12,business,False,False
223,12,for,True,False
224,12,that,True,False
225,12,will,True,False
226,12,be,True,False
227,12,notified,False,False
228,12,to,True,False
229,12,mps,False,False
230,12,at,True,False
231,12,the,True,False
232,12,earliest,False,False
233,12,opportunity,False,False
234,12,.,False,True
235,13,i,True,False
236,13,now,True,False
237,13,invite,False,False
238,13,the,True,False
239,13,house,False,False
240,13,by,True,False
241,13,a,True,False
242,13,resolution,False,False
243,13,to,True,False
244,13,record,False,False
245,13,its,True,False
246,13,approval,False,False
247,13,of,True,False
248,13,the,True,False
249,13,steps,False,False
250,13,taken,False,False
251,13,and,True,False
252,13,declare,False,False
253,13,its,True,False
254,13,confidence,False,False
255,13,in,True,False
256,13,the,True,False
257,13,new,False,False
258,13,government,False,False
259,13,.,False,True
260,14,the,True,False
261,14,resolution,False,False
262,14,:,False,True
263,14,'',False,False
264,14,that,True,False
265,14,this,True,False
266,14,house,False,False
267,14,welcomes,False,False
268,14,the,True,False
269,14,formation,False,False
270,14,of,True,False
271,14,a,True,False
272,14,government,False,False
273,14,representing,False,False
274,14,the,True,False
275,14,united,False,False
276,14,and,True,False
277,14,inflexible,False,False
278,14,resolve,False,False
279,14,of,True,False
280,14,the,True,False
281,14,nation,False,False
282,14,to,True,False
283,14,prosecute,False,False
284,14,the,True,False
285,14,war,False,False
286,14,with,True,False
287,14,germany,False,False
288,14,to,True,False
289,14,a,True,False
290,14,victorious,False,False
291,14,conclusion,False,False
292,14,.,False,True
293,14,'',False,False
294,15,to,True,False
295,15,form,False,False
296,15,an,True,False
297,15,administration,False,False
298,15,of,True,False
299,15,this,True,False
300,15,scale,False,False
301,15,and,True,False
302,15,complexity,False,False
303,15,is,True,False
304,15,a,True,False
305,15,serious,False,False
306,15,undertaking,False,False
307,15,in,True,False
308,15,itself,True,False
309,15,.,False,True
310,16,but,True,False
311,16,we,True,False
312,16,are,True,False
313,16,in,True,False
314,16,the,True,False
315,16,preliminary,False,False
316,16,phase,False,False
317,16,of,True,False
318,16,one,False,False
319,16,of,True,False
320,16,the,True,False
321,16,greatest,False,False
322,16,battles,False,False
323,16,in,True,False
324,16,history,False,False
325,16,.,False,True
326,17,we,True,False
327,17,are,True,False
328,17,in,True,False
329,17,action,False,False
330,17,at,True,False
331,17,many,False,False
332,17,other,True,False
333,17,points-in,False,False
334,17,norway,False,False
335,17,and,True,False
336,17,in,True,False
337,17,holland-and,False,False
338,17,we,True,False
339,17,have,True,False
340,17,to,True,False
341,17,be,True,False
342,17,prepared,False,False
343,17,in,True,False
344,17,the,True,False
345,17,mediterranean,False,False
346,17,.,False,True
347,18,the,True,False
348,18,air,False,False
349,18,battle,False,False
350,18,is,True,False
351,18,continuing,False,False
352,18,",",False,True
353,18,and,True,False
354,18,many,False,False
355,18,preparations,False,False
356,18,have,True,False
357,18,to,True,False
358,18,be,True,False
359,18,made,False,False
360,18,here,True,False
361,18,at,True,False
362,18,home,False,False
363,18,.,False,True
364,19,in,True,False
365,19,this,True,False
366,19,crisis,False,False
367,19,i,True,False
368,19,think,False,False
369,19,i,True,False
370,19,may,False,False
371,19,be,True,False
372,19,pardoned,False,False
373,19,if,True,False
374,19,1,False,False
375,19,do,True,False
376,19,not,True,False
377,19,address,False,False
378,19,the,True,False
379,19,house,False,False
380,19,at,True,False
381,19,any,True,False
382,19,length,False,False
383,19,today,False,False
384,19,",",False,True
385,19,and,True,False
386,19,i,True,False
387,19,hope,False,False
388,19,that,True,False
389,19,any,True,False
390,19,of,True,False
391,19,my,True,False
392,19,friends,False,False
393,19,and,True,False
394,19,colleagues,False,False
395,19,or,True,False
396,19,former,False,False
397,19,colleagues,False,False
398,19,who,True,False
399,19,are,True,False
400,19,affected,False,False
401,19,by,True,False
402,19,the,True,False
403,19,political,False,False
404,19,reconstruction,False,False
405,19,will,True,False
406,19,make,False,False
407,19,all,True,False
408,19,allowances,False,False
409,19,for,True,False
410,19,any,True,False
411,19,lack,False,False
412,19,of,True,False
413,19,ceremony,False,False
414,19,with,True,False
415,19,which,True,False
416,19,it,True,False
417,19,has,True,False
418,19,been,True,False
419,19,necessary,False,False
420,19,to,True,False
421,19,act,False,False
422,19,.,False,True
423,20,i,True,False
424,20,say,False,False
425,20,to,True,False
426,20,the,True,False
427,20,house,False,False
428,20,as,True,False
429,20,i,True,False
430,20,said,False,False
431,20,to,True,False
432,20,ministers,False,False
433,20,who,True,False
434,20,have,True,False
435,20,joined,False,False
436,20,this,True,False
437,20,government,False,False
438,20,",",False,True
439,20,i,True,False
440,20,have,True,False
441,20,nothing,False,False
442,20,to,True,False
443,20,offer,False,False
444,20,but,True,False
445,20,blood,False,False
446,20,",",False,True
447,20,toil,False,False
448,20,",",False,True
449,20,tears,False,False
450,20,",",False,True
451,20,and,True,False
452,20,sweat,False,False
453,20,.,False,True
454,21,we,True,False
455,21,have,True,False
456,21,before,True,False
457,21,us,False,False
458,21,an,True,False
459,21,ordeal,False,False
460,21,of,True,False
461,21,the,True,False
462,21,most,True,False
463,21,grievous,False,False
464,21,kind,False,False
465,21,.,False,True
466,22,we,True,False
467,22,have,True,False
468,22,before,True,False
469,22,us,False,False
470,22,many,False,False
471,22,",",False,True
472,22,many,False,False
473,22,months,False,False
474,22,of,True,False
475,22,struggle,False,False
476,22,and,True,False
477,22,suffering,False,False
478,22,.,False,True
479,23,you,True,False
480,23,ask,False,False
481,23,",",False,True
482,23,what,True,False
483,23,is,True,False
484,23,our,True,False
485,23,policy,False,False
486,23,?,False,True
487,24,i,True,False
488,24,say,False,False
489,24,it,True,False
490,24,is,True,False
491,24,to,True,False
492,24,wage,False,False
493,24,war,False,False
494,24,by,True,False
495,24,land,False,False
496,24,",",False,True
497,24,sea,False,False
498,24,",",False,True
499,24,and,True,False
500,24,air,False,False
501,24,.,False,True
502,25,war,False,False
503,25,with,True,False
504,25,all,True,False
505,25,our,True,False
506,25,might,False,False
507,25,and,True,False
508,25,with,True,False
509,25,all,True,False
510,25,the,True,False
511,25,strength,False,False
512,25,god,False,False
513,25,has,True,False
514,25,given,False,False
515,25,us,False,False
516,25,",",False,True
517,25,and,True,False
518,25,to,True,False
519,25,wage,False,False
520,25,war,False,False
521,25,against,True,False
522,25,a,True,False
523,25,monstrous,False,False
524,25,tyranny,False,False
525,25,never,False,False
526,25,surpassed,False,False
527,25,in,True,False
528,25,the,True,False
529,25,dark,False,False
530,25,and,True,False
531,25,lamentable,False,False
532,25,catalogue,False,False
533,25,of,True,False
534,25,human,False,False
535,25,crime,False,False
536,25,.,False,True
537,26,that,True,False
538,26,is,True,False
539,26,our,True,False
540,26,policy,False,False
541,26,.,False,True
542,27,you,True,False
543,27,ask,False,False
544,27,",",False,True
545,27,what,True,False
546,27,is,True,False
547,27,our,True,False
548,27,aim,False,False
549,27,?,False,True
550,28,i,True,False
551,28,can,True,False
552,28,answer,False,False
553,28,in,True,False
554,28,one,False,False
555,28,word,False,False
556,28,.,False,True
557,29,it,True,False
558,29,is,True,False
559,29,victory,False,False
560,29,.,False,True
561,30,victory,False,False
562,30,at,True,False
563,30,all,True,False
564,30,costs,False,False
565,30,-,False,True
566,30,victory,False,False
567,30,in,True,False
568,30,spite,False,False
569,30,of,True,False
570,30,all,True,False
571,30,terrors,False,False
572,30,-,False,True
573,30,victory,False,False
574,30,",",False,True
575,30,however,False,False
576,30,long,False,False
577,30,and,True,False
578,30,hard,False,False
579,30,the,True,False
580,30,road,False,False
581,30,may,False,False
582,30,be,True,False
583,30,",",False,True
584,30,for,True,False
585,30,without,False,False
586,30,victory,False,False
587,30,there,True,False
588,30,is,True,False
589,30,no,True,False
590,30,survival,False,False
591,30,.,False,True
592,31,let,False,False
593,31,that,True,False
594,31,be,True,False
595,31,realized,False,False
596,31,.,False,True
597,32,no,True,False
598,32,survival,False,False
599,32,for,True,False
600,32,the,True,False
601,32,british,False,False
602,32,empire,False,False
603,32,",",False,True
604,32,no,True,False
605,32,survival,False,False
606,32,for,True,False
607,32,all,True,False
608,32,that,True,False
609,32,the,True,False
610,32,british,False,False
611,32,empire,False,False
612,32,has,True,False
613,32,stood,False,False
614,32,for,True,False
615,32,",",False,True
616,32,no,True,False
617,32,survival,False,False
618,32,for,True,False
619,32,the,True,False
620,32,urge,False,False
621,32,",",False,True
622,32,the,True,False
623,32,impulse,False,False
624,32,of,True,False
625,32,the,True,False
626,32,ages,False,False
627,32,",",False,True
628,32,that,True,False
629,32,mankind,False,False
630,32,shall,False,False
631,32,move,False,False
632,32,forward,False,False
633,32,toward,False,False
634,32,his,True,False
635,32,goal,False,False
636,32,.,False,True
637,33,i,True,False
638,33,take,False,False
639,33,up,True,False
640,33,my,True,False
641,33,task,False,False
642,33,in,True,False
643,33,buoyancy,False,False
644,33,and,True,False
645,33,hope,False,False
646,33,.,False,True
647,34,i,True,False
648,34,feel,False,False
649,34,sure,False,False
650,34,that,True,False
651,34,our,True,False
652,34,cause,False,False
653,34,will,True,False
654,34,not,True,False
655,34,be,True,False
656,34,suffered,False,False
657,34,to,True,False
658,34,fail,False,False
659,34,among,False,False
660,34,men,False,False
661,34,.,False,True
662,35,i,True,False
663,35,feel,False,False
664,35,entitled,False,False
665,35,at,True,False
666,35,this,True,False
667,35,juncture,False,False
668,35,",",False,True
669,35,at,True,False
670,35,this,True,False
671,35,time,False,False
672,35,",",False,True
673,35,to,True,False
674,35,claim,False,False
675,35,the,True,False
676,35,aid,False,False
677,35,of,True,False
678,35,all,True,False
679,35,and,True,False
680,35,to,True,False
681,35,say,False,False
682,35,",",False,True
683,35,``,False,False
684,35,come,False,False
685,35,then,True,False
686,35,",",False,True
687,35,let,False,False
688,35,us,False,False
689,35,go,False,False
690,35,forward,False,False
691,35,together,False,False
692,35,with,True,False
693,35,our,True,False
694,35,united,False,False
695,35,strength,False,False
696,35,.,False,True
697,35,'',False,False
